what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314097243953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097243968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097245234
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314097252750
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314097252750
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.open.editor",1314097259718
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314097271390
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314097289687
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314097295500
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314097295578
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.open.editor",1314097295625
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314097306718
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314097306718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097309828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097388078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097388609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097428406
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314097433593
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314097433656
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.open.editor",1314097433687
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314097438390
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1314097438390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097439453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097439453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097439468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097480296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314097485812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098261265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098264687
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1314098269015
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1314098269218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314098279000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098315687
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314098316015
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314098320546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098323078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314098356703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098366718
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314098367000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098370765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098370765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098370859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098385234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098386640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098386656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098387500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098387593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098389859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098390593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098391734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098391828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098399109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098399500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098405609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098406578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098429515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098432546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098472187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098477953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098498359
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314098500890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098503781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314098750125
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314098750437
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314098757265
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1314098759484
started,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1314098759734
